# panoview 
# Released on June 2001. This csv only logs download after 10 Apr 2004
#remote hostname,remote ip:port,date,time
,61.157.97.84:43670,22/5/2004,17:29:47
a80-126-57-152.adsl.xs4all.nl,80.126.57.152:2578,23/5/2004,23:10:53
msnbot64061.search.msn.com,65.54.164.61:10470,24/5/2004,0:41:09
msnbot64061.search.msn.com,65.54.164.61:49042,26/5/2004,2:07:06
msnbot64061.search.msn.com,65.54.164.61:37152,26/5/2004,15:55:30
msnbot64061.search.msn.com,65.54.164.61:62555,28/5/2004,12:08:27
nchobo04.telenet-ops.be,213.224.83.135:7214,31/5/2004,20:49:22
pc-guindy.ltsi.spm.univ-rennes1.fr,129.20.25.174:4411,1/6/2004,22:01:55
,210.176.182.165:59887,2/6/2004,14:02:53
213-84-99-151.adsl.xs4all.nl,213.84.99.151:1237,2/6/2004,21:02:43
crawl22-public.alexa.com,209.237.238.172:39899,4/6/2004,15:04:20
robot1.openfind.com.tw,210.201.54.202:1426,6/6/2004,19:06:53
msnbot64061.search.msn.com,65.54.164.61:10902,6/6/2004,22:06:08
,202.84.17.41:17610,8/6/2004,11:08:54
,202.84.17.41:19585,8/6/2004,11:08:06
,202.84.17.41:21105,8/6/2004,11:08:14
,202.84.17.41:14492,8/6/2004,11:08:02
msnbot64061.search.msn.com,65.54.164.61:44963,8/6/2004,12:08:01
,202.84.17.41:27175,8/6/2004,13:08:40
,202.84.17.41:44761,8/6/2004,14:08:16
,202.84.17.41:48467,8/6/2004,14:08:20
,202.84.17.41:33276,8/6/2004,15:08:28
,202.84.17.41:46931,8/6/2004,16:08:43
,202.84.17.41:8711,8/6/2004,20:08:11
,203.253.27.214:2199,8/6/2004,20:08:39
,202.84.17.41:1148,9/6/2004,2:09:37
,202.84.17.41:27293,9/6/2004,13:09:51
ip3e839215.speed.planet.nl,62.131.146.21:64820,9/6/2004,19:09:47
,211.162.63.171:39846,9/6/2004,22:09:05
,202.84.17.41:16019,10/6/2004,10:52:45
msnbot64061.search.msn.com,65.54.164.61:48014,10/6/2004,18:55:30
,202.84.17.41:30606,11/6/2004,8:32:15
msnbot64061.search.msn.com,65.54.164.61:60047,12/6/2004,19:37:29
msnbot64061.search.msn.com,65.54.164.61:63401,14/6/2004,0:44:22
msnbot64061.search.msn.com,65.54.164.61:48653,15/6/2004,5:34:16
msnbot64061.search.msn.com,65.54.164.61:59502,17/6/2004,21:32:35
e39130.upc-e.chello.nl,213.93.39.130:3283,20/6/2004,22:01:21
e39130.upc-e.chello.nl,213.93.39.130:3284,20/6/2004,22:01:21
crawler14.googlebot.com,64.68.82.173:45844,21/6/2004,17:13:27
msnbot64061.search.msn.com,65.54.164.61:52640,22/6/2004,22:20:46
msnbot64061.search.msn.com,65.54.164.61:15299,23/6/2004,5:18:43
crawler13.googlebot.com,64.68.82.143:37818,23/6/2004,15:15:26
crawler11.googlebot.com,64.68.82.45:64096,23/6/2004,15:24:23
crawler10.googlebot.com,64.68.82.14:61559,24/6/2004,13:40:28
crawler10.googlebot.com,64.68.82.13:41607,25/6/2004,18:15:10
crawler13.googlebot.com,64.68.82.143:64043,26/6/2004,21:36:52
crawler14.googlebot.com,64.68.82.184:48337,27/6/2004,19:38:02
crawler13.googlebot.com,64.68.82.146:65142,28/6/2004,16:49:17
crawler10.googlebot.com,64.68.82.13:56345,29/6/2004,14:44:37
msnbot64060.search.msn.com,65.54.164.60:47446,30/6/2004,9:49:45
www.pwsz.chelm.pl,213.25.84.186:38138,30/6/2004,18:37:50
crawler15.googlebot.com,64.68.82.195:52687,30/6/2004,19:32:58
61-220-26-39.HINET-IP.hinet.net,61.220.26.39:65159,1/7/2004,16:01:55
crawler15.googlebot.com,64.68.82.201:39055,1/7/2004,20:01:23
crawler15.googlebot.com,64.68.82.189:55502,3/7/2004,21:03:06
,81.192.49.173:1119,3/7/2004,22:03:59
crawler14.googlebot.com,64.68.82.164:48668,4/7/2004,15:04:00
crawler14.googlebot.com,64.68.82.173:62871,4/7/2004,21:04:29
crawler15.googlebot.com,64.68.82.197:35206,5/7/2004,14:05:54
,81.192.47.235:1125,6/7/2004,20:06:35
cm218-252-200-248.hkcable.com.hk,218.252.200.248:1468,7/7/2004,13:07:16
crawler10.googlebot.com,64.68.82.13:53018,7/7/2004,20:07:34
crawler15.googlebot.com,64.68.82.201:40539,8/7/2004,19:08:05
msnbot64059.search.msn.com,65.54.164.59:17796,8/7/2004,20:08:06
,211.207.69.52:3838,8/7/2004,23:08:49
crawler15.googlebot.com,64.68.82.201:62474,9/7/2004,23:09:23
,65.54.188.82:31232,10/7/2004,3:32:37
crawler15.googlebot.com,64.68.82.189:38112,10/7/2004,11:46:25
crawler13.googlebot.com,64.68.82.143:45037,11/7/2004,16:07:49
oberon.cs.cuhk.hk,137.189.91.204:51801,12/7/2004,10:53:01
crawler10.googlebot.com,64.68.82.14:49901,12/7/2004,15:41:47
165.163-182-adsl-pool.axelero.hu,81.182.163.165:3015,13/7/2004,3:51:55
crawler14.googlebot.com,64.68.82.168:60785,13/7/2004,17:36:07
crawler11.googlebot.com,64.68.82.47:63604,14/7/2004,11:55:29
crawler10.googlebot.com,64.68.82.14:64223,15/7/2004,19:41:56
msnbot64059.search.msn.com,65.54.164.59:6990,15/7/2004,22:29:37
crawler11.googlebot.com,64.68.82.47:35504,16/7/2004,18:41:32
crawler14.googlebot.com,64.68.82.165:48415,17/7/2004,14:26:11
crawler13.googlebot.com,64.68.82.146:45450,17/7/2004,17:04:35
crawler10.googlebot.com,64.68.82.13:33938,19/7/2004,18:20:52
Mix-Toulouse-112-3-254.w80-9.abo.wanadoo.fr,80.9.159.254:1125,19/7/2004,23:53:29
crawler15.googlebot.com,64.68.82.201:63855,20/7/2004,14:42:18
imn.vipnet.de,212.111.232.228:63193,21/7/2004,16:07:40
crawler15.googlebot.com,64.68.82.201:34297,21/7/2004,17:15:49
home-014154.b.astral.ro,82.208.176.140:1379,22/7/2004,0:48:42
crawler14.googlebot.com,64.68.82.182:40272,22/7/2004,17:34:28
crawler13.googlebot.com,64.68.82.141:51499,23/7/2004,12:29:42
cr2.turnitin.com,64.140.49.69:43729,23/7/2004,20:04:22
crawler14.googlebot.com,64.68.82.185:56918,24/7/2004,14:23:20
crawler13.googlebot.com,64.68.82.146:38783,25/7/2004,11:48:45
210-66-62-158.adsl.dynamic.seed.net.tw,210.66.62.158:1402,26/7/2004,10:16:54
crawler11.googlebot.com,64.68.82.47:33590,26/7/2004,12:56:56
,202.189.100.215:1298,26/7/2004,22:33:13
,202.189.100.215:1298,26/7/2004,22:33:17
crawler11.googlebot.com,64.68.82.47:56674,27/7/2004,14:37:38
crawler14.googlebot.com,64.68.82.182:48566,28/7/2004,12:22:47
crawler13.googlebot.com,64.68.82.141:47771,29/7/2004,19:40:29
crawler15.googlebot.com,64.68.82.199:60440,30/7/2004,9:19:16
,202.108.249.178:33062,30/7/2004,9:56:33
crawler13.googlebot.com,64.68.82.143:52100,30/7/2004,17:51:13
s4.irc.ccu.edu.tw,140.123.103.2:3025,31/7/2004,2:43:40
crawler14.googlebot.com,64.68.82.168:60997,31/7/2004,13:53:28
crawler14.googlebot.com,64.68.82.167:38893,1/8/2004,16:01:30
,211.98.130.10:16696,2/8/2004,7:02:46
crawler10.googlebot.com,64.68.82.13:33614,2/8/2004,15:02:14
qn-213-73-210-224.quicknet.nl,213.73.210.224:39061,3/8/2004,11:03:49
crawler14.googlebot.com,64.68.82.184:47646,3/8/2004,14:03:27
,211.155.226.109:51455,4/8/2004,10:04:38
crawler15.googlebot.com,64.68.82.197:37589,4/8/2004,14:04:31
,65.54.188.82:16453,5/8/2004,7:05:12
crawler13.googlebot.com,64.68.82.143:64734,5/8/2004,17:05:02
ht-slg-56ed.adsl.wanadoo.nl,212.129.214.237:32850,6/8/2004,15:06:30
ht-slg-56ed.adsl.wanadoo.nl,212.129.214.237:32850,6/8/2004,15:06:39
crawler14.googlebot.com,64.68.82.168:50003,6/8/2004,16:06:22
crawler11.googlebot.com,64.68.82.47:37201,7/8/2004,15:07:34
crawler14.googlebot.com,64.68.82.172:51664,8/8/2004,13:08:46
crawler14.googlebot.com,64.68.82.172:59774,9/8/2004,17:09:51
crawler14.googlebot.com,64.68.82.168:59484,10/8/2004,16:43:56
,202.108.249.178:39354,11/8/2004,3:31:10
crawler14.googlebot.com,64.68.82.168:47796,11/8/2004,13:06:01
pD9EA95A6.dip0.t-ipconnect.de,217.234.149.166:1426,11/8/2004,16:31:51
crawl22-public.alexa.com,209.237.238.172:60907,11/8/2004,19:17:26
crawler13.googlebot.com,64.68.82.146:63672,12/8/2004,16:34:40
crawler14.googlebot.com,64.68.82.167:52947,13/8/2004,16:46:32
AMontsouris-152-1-11-90.w82-123.abo.wanadoo.fr,82.123.86.90:1618,14/8/2004,3:13:41
,83.169.154.230:1327,14/8/2004,3:30:34
crawler14.googlebot.com,64.68.82.168:58473,14/8/2004,16:48:11
crawler11.googlebot.com,64.68.82.44:61206,15/8/2004,3:44:38
crawler14.googlebot.com,64.68.82.169:41491,15/8/2004,20:12:24
crawler14.googlebot.com,64.68.82.169:59161,16/8/2004,15:06:48
os01-021.dialin.iskon.hr,213.202.68.22:4001,17/8/2004,3:59:36
crawler13.googlebot.com,64.68.82.141:64610,17/8/2004,13:20:07
crawler15.googlebot.com,64.68.82.201:52995,18/8/2004,14:04:09
crawler10.googlebot.com,64.68.82.28:62245,19/8/2004,14:19:14
,65.54.188.100:4538,20/8/2004,2:18:26
crawler10.googlebot.com,64.68.82.28:64768,20/8/2004,15:17:19
,202.108.250.195:51842,21/8/2004,0:01:02
crawler11.googlebot.com,64.68.82.47:54499,21/8/2004,17:40:39
crawler10.googlebot.com,64.68.82.13:48456,22/8/2004,14:17:05
crawler14.googlebot.com,64.68.82.173:36949,23/8/2004,14:25:38
host81-154-34-196.range81-154.btcentralplus.com,81.154.34.196:3133,24/8/2004,8:12:29
crawler14.googlebot.com,64.68.82.173:65497,24/8/2004,14:13:39
proxy4.fsksm.utm.my,161.139.66.97:55596,24/8/2004,14:52:13
,218.79.132.184:13170,24/8/2004,18:26:50
,65.54.188.99:14629,25/8/2004,5:12:46
,65.54.188.99:3029,25/8/2004,6:59:10
crawler15.googlebot.com,64.68.82.189:54034,25/8/2004,15:04:42
bilbo.gris.uni-tuebingen.de,134.2.176.44:2211,25/8/2004,16:56:46
pc-guindy.ltsi.spm.univ-rennes1.fr,129.20.25.174:2112,25/8/2004,22:02:05
crawler14.googlebot.com,64.68.82.169:51740,26/8/2004,14:24:17
crawler13.googlebot.com,64.68.82.143:41526,27/8/2004,16:30:27
crawler14.googlebot.com,64.68.82.178:48287,28/8/2004,3:46:31
crawler14.googlebot.com,64.68.82.168:42888,28/8/2004,18:11:32
crawler14.googlebot.com,64.68.82.167:49682,29/8/2004,12:32:04
ip91359bcd.speed.planet.nl,145.53.155.205:1712,29/8/2004,16:46:33
ppp-203.144.144.186.revip.asianet.co.th,203.144.144.186:42377,30/8/2004,5:11:36
,65.54.188.99:35304,30/8/2004,8:38:49
crawler14.googlebot.com,64.68.82.170:38218,30/8/2004,18:32:47
crawler14.googlebot.com,64.68.82.170:63351,31/8/2004,12:15:10
crawler14.googlebot.com,64.68.82.173:51538,1/9/2004,18:01:05
f93212.upc-f.chello.nl,80.56.93.212:3732,1/9/2004,20:01:10
ppp-203.144.144.186.revip.asianet.co.th,203.144.144.186:27570,3/9/2004,9:03:17
ppp-203.144.144.186.revip.asianet.co.th,203.144.144.186:19492,3/9/2004,10:03:56
ppp-203.144.144.186.revip.asianet.co.th,203.144.144.186:10870,3/9/2004,13:03:16
crawler14.googlebot.com,64.68.82.167:59354,3/9/2004,16:03:32
,212.27.41.39:4254,3/9/2004,17:03:48
crawler11.googlebot.com,64.68.82.47:39473,4/9/2004,16:04:02
localhost,203.160.1.66:10946,4/9/2004,17:04:50
,65.54.188.100:37518,5/9/2004,10:05:38
crawler14.googlebot.com,64.68.82.182:43042,5/9/2004,13:05:36
crawler13.googlebot.com,64.68.82.143:37528,6/9/2004,12:06:59
crawler10.googlebot.com,64.68.82.14:39312,7/9/2004,11:07:57
crawler13.googlebot.com,64.68.82.141:37864,8/9/2004,13:08:16
,66.153.56.82:50617,9/9/2004,6:09:38
crawler11.googlebot.com,64.68.82.47:60448,9/9/2004,15:09:27
254.113.broadband.iol.cz,80.188.113.254:51396,9/9/2004,16:09:49
crawler14.googlebot.com,64.68.82.164:53180,9/9/2004,21:09:32
,194.176.171.74:56738,10/9/2004,17:32:04
crawler10.googlebot.com,64.68.82.14:36185,10/9/2004,18:49:08
,65.54.188.93:17441,11/9/2004,0:23:47
crawler14.googlebot.com,64.68.82.184:58526,11/9/2004,13:24:57
S01060000c09a81c8.ed.shawcable.net,68.149.160.193:3375,12/9/2004,11:14:32
crawler14.googlebot.com,64.68.82.185:62085,12/9/2004,13:59:02
crawler14.googlebot.com,64.68.82.167:46669,13/9/2004,15:08:04
crawler14.googlebot.com,64.68.82.182:58145,14/9/2004,14:16:30
,66.249.64.143:43196,15/9/2004,16:30:52
,65.54.188.93:56174,16/9/2004,10:23:47
,65.54.188.93:17921,16/9/2004,11:18:52
,66.249.64.189:49441,16/9/2004,17:09:23
,193.226.64.2:47419,16/9/2004,22:45:14
,66.249.64.146:58325,17/9/2004,16:47:07
,66.249.64.201:47752,18/9/2004,18:48:47
,66.249.64.30:54913,19/9/2004,21:38:27
,66.249.64.189:33566,20/9/2004,16:47:18
,66.249.64.28:64948,21/9/2004,22:46:22
,66.249.64.167:51191,21/9/2004,23:29:33
h236139.resnet.cuhk.edu.hk,137.189.236.139:2079,22/9/2004,4:02:22
,65.54.188.93:10890,22/9/2004,9:03:29
,65.54.188.93:61444,22/9/2004,13:54:40
,66.249.64.47:36726,22/9/2004,18:05:04
,65.54.188.93:42988,22/9/2004,18:56:02
,65.54.188.93:17609,22/9/2004,23:46:25
,65.54.188.93:8964,23/9/2004,5:54:10
,66.249.64.170:57592,23/9/2004,19:34:19
graphics.cs.msu.su,158.250.10.217:1690,23/9/2004,22:04:37
,65.54.188.93:64646,24/9/2004,18:29:24
,66.249.64.197:41568,24/9/2004,20:09:50
,61.95.178.16:50422,25/9/2004,16:47:56
,66.249.64.185:37929,25/9/2004,18:20:42
,66.249.64.170:48635,26/9/2004,18:37:06
user-5429.l6.c3.dsl.pol.co.uk,84.64.53.53:1241,27/9/2004,4:47:31
CM-lcon4-170-195.cm.vtr.net,200.83.170.195:19151,27/9/2004,8:29:19
CM-lcon4-170-195.cm.vtr.net,200.83.170.195:22828,27/9/2004,8:56:09
,66.249.64.143:61216,27/9/2004,17:30:39
crawl-66-249-64-189.googlebot.com,66.249.64.189:33905,28/9/2004,18:57:41
crawl-66-249-64-28.googlebot.com,66.249.64.28:65101,29/9/2004,18:17:53
crawl-66-249-64-184.googlebot.com,66.249.64.184:37673,30/9/2004,12:34:30
crawl-66-249-64-49.googlebot.com,66.249.64.49:40860,30/9/2004,15:34:17
crawl-66-249-64-13.googlebot.com,66.249.64.13:49622,1/10/2004,11:01:37
crawl-66-249-64-167.googlebot.com,66.249.64.167:59974,2/10/2004,11:02:02
crawl-66-249-64-167.googlebot.com,66.249.64.167:34670,3/10/2004,13:03:10
crawl-66-249-64-39.googlebot.com,66.249.64.39:45034,4/10/2004,14:04:21
,65.54.188.93:6644,4/10/2004,20:04:25
crawl-66-249-64-39.googlebot.com,66.249.64.39:62121,5/10/2004,15:05:31
granotaroja.udg.es,130.206.119.138:3385,5/10/2004,21:05:21
crawl-66-249-64-141.googlebot.com,66.249.64.141:49381,6/10/2004,14:06:35
crawl-66-249-64-170.googlebot.com,66.249.64.170:49722,7/10/2004,18:07:17
ustlnx15-n2.ust.hk,143.89.188.2:48161,7/10/2004,18:07:05
ustlnx15-n2.ust.hk,143.89.188.2:50272,7/10/2004,18:07:31
crawl-66-249-64-14.googlebot.com,66.249.64.14:37099,8/10/2004,14:08:28
crawl-66-249-64-141.googlebot.com,66.249.64.141:39284,9/10/2004,17:09:34
,218.108.8.178:44632,10/10/2004,9:02:22
crawl-66-249-64-170.googlebot.com,66.249.64.170:54560,10/10/2004,14:35:21
crawl-66-249-64-14.googlebot.com,66.249.64.14:37210,11/10/2004,14:42:17
,65.54.188.93:35490,12/10/2004,1:03:49
pc354.pasnet.pascani.rdsnet.ro,82.79.89.99:1080,12/10/2004,14:23:10
crawl-66-249-64-18.googlebot.com,66.249.64.18:38766,12/10/2004,14:43:38
crawl-66-249-64-173.googlebot.com,66.249.64.173:64328,12/10/2004,15:57:26
crawl-66-249-64-35.googlebot.com,66.249.64.35:56434,12/10/2004,17:07:09
crawl-66-249-64-170.googlebot.com,66.249.64.170:42044,15/10/2004,13:29:23
crawl-66-249-64-30.googlebot.com,66.249.64.30:40869,16/10/2004,14:32:26
,65.54.188.96:3614,17/10/2004,4:53:53
egspd42419.teoma.com,65.214.36.49:36047,17/10/2004,13:58:37
crawl-66-249-64-169.googlebot.com,66.249.64.169:56351,17/10/2004,14:30:42
s3.irc.ccu.edu.tw,140.123.103.245:4168,17/10/2004,16:55:27
adsl-64-168-27-24.dsl.snfc21.pacbell.net,64.168.27.24:35047,18/10/2004,7:41:02
crawl-66-249-64-167.googlebot.com,66.249.64.167:58360,18/10/2004,15:32:35
crawl-66-249-64-170.googlebot.com,66.249.64.170:43624,19/10/2004,15:45:18
crawl-66-249-64-30.googlebot.com,66.249.64.30:53428,20/10/2004,16:25:52
crawl23-public.alexa.com,209.237.238.173:47140,21/10/2004,4:00:38
crawl-66-249-64-28.googlebot.com,66.249.64.28:65103,21/10/2004,15:31:32
,159.226.5.188:1025,21/10/2004,16:57:43
NK210-201-54-215.cl.static.apol.com.tw,210.201.54.215:4476,21/10/2004,17:34:22
,65.54.188.97:13656,22/10/2004,11:45:49
pcd264030.netvigator.com,203.218.54.30:1330,22/10/2004,11:50:34
crawl-66-249-64-167.googlebot.com,66.249.64.167:56313,22/10/2004,15:57:45
crawl-66-249-64-167.googlebot.com,66.249.64.167:47023,23/10/2004,14:58:11
dynadsl-213-168-220-004.ewe-ip-backbone.de,213.168.220.4:63404,23/10/2004,19:06:54
dslam147-234-58-62.adsl.zonnet.nl,62.58.234.147:1573,24/10/2004,7:00:55
crawl-66-249-64-198.googlebot.com,66.249.64.198:35192,25/10/2004,16:36:11
proxy1.fsksm.utm.my,161.139.66.1:55848,26/10/2004,13:45:48
crawl-66-249-64-173.googlebot.com,66.249.64.173:55839,26/10/2004,14:46:19
crawl-66-249-64-50.googlebot.com,66.249.64.50:61180,26/10/2004,17:00:03
crawl-66-249-64-169.googlebot.com,66.249.64.169:59875,27/10/2004,13:55:48
proxy.ll.iac.es,161.72.1.100:58469,27/10/2004,22:35:23
,62.76.7.6:1943,28/10/2004,10:31:47
,62.76.7.6:1146,28/10/2004,10:32:41
wfp2.almaden.ibm.com,66.147.154.3:29961,28/10/2004,12:34:30
crawl-66-249-64-141.googlebot.com,66.249.64.141:53471,28/10/2004,14:11:07
crawl-66-249-64-30.googlebot.com,66.249.64.30:51733,29/10/2004,13:53:22
denti-ext.dei.unipd.it,147.162.2.222:43039,29/10/2004,17:46:11
crawl-66-249-64-201.googlebot.com,66.249.64.201:38231,30/10/2004,18:41:55
proxy4.rz.uni-karlsruhe.de,129.13.186.4:55594,31/10/2004,6:25:39
crawl-66-249-64-173.googlebot.com,66.249.64.173:51844,31/10/2004,14:45:39
p24p148.ikbelmet.csnet.nl,194.69.24.148:3418,31/10/2004,23:19:25
crawl-66-249-64-167.googlebot.com,66.249.64.167:65406,1/11/2004,16:01:33
crawl-66-249-64-198.googlebot.com,66.249.64.198:44858,2/11/2004,16:02:56
crawl-66-249-64-169.googlebot.com,66.249.64.169:58683,3/11/2004,15:03:57
freebsd.first.fraunhofer.de,194.95.172.4:4592,3/11/2004,21:03:36
crawl-66-249-64-182.googlebot.com,66.249.64.182:38522,4/11/2004,16:04:09
cc33395-b.ensch1.ov.home.nl,217.122.187.51:1531,4/11/2004,19:04:23
,65.54.188.93:29812,4/11/2004,23:04:18
crawl-66-249-64-185.googlebot.com,66.249.64.185:54298,5/11/2004,12:05:18
crawl-66-249-64-143.googlebot.com,66.249.64.143:39058,6/11/2004,10:06:29
crawl-66-249-64-142.googlebot.com,66.249.64.142:40002,8/11/2004,3:08:37
crawl-66-249-64-47.googlebot.com,66.249.64.47:40457,8/11/2004,15:08:34
crawl-66-249-64-183.googlebot.com,66.249.64.183:35578,9/11/2004,15:09:13
host217-42-196-89.range217-42.btcentralplus.com,217.42.196.89:2209,9/11/2004,21:09:01
,128.205.53.57:29536,10/11/2004,0:57:02
crawl-66-249-64-183.googlebot.com,66.249.64.183:47507,10/11/2004,11:06:35
crawl-66-249-64-172.googlebot.com,66.249.64.172:62749,11/11/2004,11:12:51
cm61-10-118-82.hkcable.com.hk,61.10.118.82:3280,11/11/2004,23:53:49
cm61-10-118-82.hkcable.com.hk,61.10.118.82:3280,11/11/2004,23:53:55
crawl-66-249-64-173.googlebot.com,66.249.64.173:57658,12/11/2004,10:48:37
beans.cache.ed.ac.uk,129.215.16.12:51171,12/11/2004,22:47:56
beans.cache.ed.ac.uk,129.215.16.12:54328,12/11/2004,22:49:09
crawl-66-249-64-184.googlebot.com,66.249.64.184:48786,13/11/2004,11:31:17
crawl-66-249-64-184.googlebot.com,66.249.64.184:37075,14/11/2004,10:42:18
,65.54.188.90:27004,15/11/2004,1:34:00
crawl-66-249-64-47.googlebot.com,66.249.64.47:38813,15/11/2004,10:33:08
pcd391183.netvigator.com,203.218.181.183:1355,15/11/2004,20:10:22
host74-55.discord.birch.net,65.16.74.55:18053,15/11/2004,22:44:19
host74-55.discord.birch.net,65.16.74.55:18009,15/11/2004,22:47:14
,192.100.104.18:15290,15/11/2004,23:57:35
crawl-66-249-64-145.googlebot.com,66.249.64.145:43307,16/11/2004,11:52:20
crawl-66-249-64-44.googlebot.com,66.249.64.44:61989,17/11/2004,12:24:47
crawl-66-249-64-131.googlebot.com,66.249.64.131:62660,18/11/2004,11:36:45
81-208-60-201.fastres.net,81.208.60.201:61144,19/11/2004,7:19:12
81-208-60-201.fastres.net,81.208.60.201:61144,19/11/2004,7:19:21
81-208-60-201.fastres.net,81.208.60.201:5440,19/11/2004,7:20:28
81-208-60-201.fastres.net,81.208.60.201:7718,19/11/2004,7:20:47
81-208-60-201.fastres.net,81.208.60.201:11454,19/11/2004,7:21:17
81-208-60-201.fastres.net,81.208.60.201:11454,19/11/2004,7:21:21
crawl-66-249-64-143.googlebot.com,66.249.64.143:58759,19/11/2004,11:37:22
crawl-66-249-64-36.googlebot.com,66.249.64.36:37342,20/11/2004,6:54:56
crawl-66-249-64-49.googlebot.com,66.249.64.49:45536,20/11/2004,12:10:08
,65.54.188.92:3997,20/11/2004,18:39:11
crawl-66-249-64-178.googlebot.com,66.249.64.178:53290,21/11/2004,12:09:57
crawl-66-249-64-142.googlebot.com,66.249.64.142:37252,22/11/2004,12:43:09
gwint.thalesgroup.com,195.101.39.76:52976,22/11/2004,17:11:43
200-203-054-067.nhoce7001.e.brasiltelecom.net.br,200.203.54.67:12863,22/11/2004,22:57:55
crawl-66-249-64-54.googlebot.com,66.249.64.54:37720,23/11/2004,12:18:01
egspd42208.teoma.com,65.214.38.208:39499,24/11/2004,11:50:35
crawl-66-249-64-15.googlebot.com,66.249.64.15:55289,24/11/2004,12:29:21
crawl-66-249-64-10.googlebot.com,66.249.64.10:65214,25/11/2004,13:07:11
62-249-207-97.adsl.entanet.co.uk,62.249.207.97:13880,25/11/2004,17:55:24
crawl-66-249-64-13.googlebot.com,66.249.64.13:39491,26/11/2004,12:09:39
crawl-66-249-64-142.googlebot.com,66.249.64.142:56841,27/11/2004,12:47:18
crawl-66-249-64-170.googlebot.com,66.249.64.170:45491,28/11/2004,13:54:58
p54856A1D.dip.t-dialin.net,84.133.106.29:2000,29/11/2004,2:09:23
crawl-66-249-64-4.googlebot.com,66.249.64.4:41694,29/11/2004,13:44:40
crawl-66-249-64-169.googlebot.com,66.249.64.169:41351,29/11/2004,14:12:31
crawl-66-249-64-143.googlebot.com,66.249.64.143:48246,29/11/2004,14:18:51
crawl-66-249-64-50.googlebot.com,66.249.64.50:57698,30/11/2004,12:26:42
c529cb004.cable.wanadoo.nl,82.156.176.4:49331,1/12/2004,4:01:24
174.163.broadband2.iol.cz,83.208.163.174:3226,1/12/2004,6:01:21
crawl-66-249-64-145.googlebot.com,66.249.64.145:62509,1/12/2004,13:01:36
crawl-66-249-64-55.googlebot.com,66.249.64.55:53119,2/12/2004,12:02:00
crawl-66-249-64-13.googlebot.com,66.249.64.13:54663,2/12/2004,13:02:38
crawl-66-249-64-170.googlebot.com,66.249.64.170:54982,2/12/2004,13:02:32
crawl-66-249-64-175.googlebot.com,66.249.64.175:49675,3/12/2004,13:03:59
,166.104.58.58:1302,3/12/2004,13:03:33
n218103205159.netvigator.com,218.103.205.159:4361,4/12/2004,13:04:37
crawl-66-249-64-145.googlebot.com,66.249.64.145:33179,4/12/2004,14:04:17
,65.54.188.93:15722,5/12/2004,7:05:12
crawl-66-249-64-45.googlebot.com,66.249.64.45:37627,5/12/2004,15:05:36
crawl-66-249-64-4.googlebot.com,66.249.64.4:33915,6/12/2004,13:06:53
crawl-66-249-64-184.googlebot.com,66.249.64.184:47255,7/12/2004,13:07:11
